1356	
	0.01989114294	-0.004179181458	0.01032717903	0.06373599224	0.03777199218
	0.01760381768	0.06294334794	0.01992590268	0.1153394525	0.00843753636
	0.1079842883	0.03159743337	0.06615459856	0.04286548611	0.09648814342
	0.08452930663	0.1583385186	0.03215081208	0.06345317113	0.2182532917
	0.2491109868	0.1883488473	0.1677018036	0.04375477846	0.0948453997
	0.03714402557	0.07195597331	0.1745819833	0.1565714558	0.1520058533
	0.08210002107	0.176429787	0.2585789816	0.0669016687	0.1153736895
	0.2210128378	0.1266267549	0.2537727349	0.2636876092	0.1500018688
	0.2177708336	0.1365679942	0.2436050768	0.190491752	0.2011710278
	0.1419867374	0.264403778	0.2062345615	0.1691536029	0.1462232788
	0.1867902334	0.3031741457	0.194692769	0.2077592161	0.1428885994
	0.1165974581	0.1618264713	0.1131177558	0.1070002085	0.230425995
	0.2810870525	0.2969051508	0.4092840213	0.3996447737	0.4004888928
	0.3940337426	0.4149679926	0.4282026245	0.4338074931	0.2780594539
	0.3138330941	0.2573615046	0.3191224668	0.3523597433	0.3816609603
	0.3310532772	0.2876153756	0.2982134258	0.2027551823	0.2622988091
	0.2470136656	0.3229206598	0.3500532358	0.3809383921	0.3529511372
	0.3889302696	0.3847009364	0.4022419653	0.3819603887	0.4474920292
	0.2232491623	0.2318666348	0.2329394109	0.2994714991	0.253595254
	0.3261153002	0.301488227	0.2970926381	0.3181682192	0.2924302069
	0.4292677964	0.4128856323	0.407195798	0.3975887656	0.4205083235
	0.4365722306	0.4305256093	0.4003948692	0.3971600893	0.4031186214
	0.3951717692	0.3946193499	0.4023669737	0.3853225036	0.3856938229
	0.3765219472	0.3768853165	0.3875345416	0.3513886591	0.4062772274
	0.3638868513	0.3594927136	0.3815479591	0.3918572739	0.4081866923
	0.3820792166	0.3827592773	0.3743430401	0.3497696742	0.3494336972
	0.3229474504	0.2641712739	0.2775367507	0.2368641288	0.4157597649
	0.4184045496	0.4041605832	0.3998970475	0.3876844228	0.3719363603
	0.4560332566	0.4319464205	0.4161821323	0.3874373612	0.2863995969
	0.3195362449	0.3445512715	0.3152977533	0.2788399858	0.2902795237
	0.2653199443	0.2683941188	0.1980376887	0.3681239577	0.3297675129
	0.3245920831	0.4558964041	0.3210404045	0.2682435301	0.2151673731
	0.2955233562	0.3248559964	0.3254324793	0.4391046165	0.3365486203
	0.3686977091	0.3341907458	0.3465606002	0.3216296667	0.3418544256
	0.3009981273	0.3108330647	0.287691847	0.5184546685	0.5628822534
	0.4237755241	0.4101562033	0.4463000589	0.4437438687	0.411993321
	0.4935491236	0.5103738864	0.5405845183	0.5616964338	0.6119713987
	0.503564446	0.4184891705	0.4077447586	0.4260720938	0.4122726818
	0.4222723925	0.4024936506	0.3732635132	0.3700936555	0.3640833983
	0.4921931685	0.4701129974	0.5206899048	0.4961530028	0.4375498593
	0.3463938876	0.3622532741	0.3449455021	0.387947601	0.5804347532
	0.5682503126	0.5596897296	0.5203972085	0.582398563	0.5429593469
	0.5420186109	0.5735220416	0.6002131987	0.627538786	0.3573203994
	0.3575250904	0.3389295212	0.3553739612	0.3569999206	0.3715837851
	0.3867914169	0.3639098177	0.3838178055	0.371427534	0.3812788654
	0.3935384849	0.3886605771	0.3785203323	0.5362665492	0.5417413713
	0.5260553449	0.5948558466	0.5834232494	0.5938724656	0.5548715349
	0.5761218883	0.5792157178	0.5733556505	0.5500010067	0.5290213679
	0.5429252731	0.5688752765	0.558030619	0.5282018772	0.5446434384
	0.5404095557	0.5356900844	0.5305101055	0.5481300833	0.6420168922
	0.6296461353	0.5903497352	0.5953570686	0.614714451	0.6195033132
	0.6017202599	0.5985283275	0.3892529662	0.3820034409	0.4102649355
	0.4050036826	0.4000220784	0.624717404	0.3922996891	0.3938532601
	0.3926564479	0.4067545777	0.3937723728	0.3937012666	0.3916041098
	0.3948626832	0.3984104726	0.405889952	0.3970026922	0.4055776628
	0.4034604907	0.4043027377	0.3984861503	0.4009948471	0.4006169673
	0.4039060363	0.5481262186	0.545013644	0.5634260119	0.5400964997
	0.5386677872	0.5406712565	0.5406360871	0.5206121607	0.5098374642
	0.5170063629	0.5328106751	0.3955191457	0.5207184537	0.3956902876
	0.5632246934	0.5755784656	0.5757801073	0.6046309141	0.5358804071
	0.5638952789	0.5534811318	0.5797207933	0.5908615738	0.527724162
	0.5052851657	0.4874862627	0.5308837862	0.5520042407	0.5274188398
	0.5202799207	0.5057384724	0.2844651748	0.2930710067	0.287748493
	0.2884017502	0.3205387484	0.291345949	0.3040057016	0.3010754493
	0.2932419666	0.2956830514	0.3154138562	0.3147705172	0.3077824072
	0.3132330661	0.3089526673	0.3322227002	0.327982502	0.337755266
	0.3108787305	0.3203193258	0.2953561376	0.3017698553	0.3416389766
	0.3528134262	0.3393008642	0.3471043839	0.3323867674	0.3464438501
	0.3657806123	0.378792566	0.3731451624	0.3875294401	0.3812504371
	0.3647636875	0.3695282759	0.4119059459	0.4019907784	0.3932221664
	0.4046932077	0.429198058	0.3751114914	0.3892176089	0.401600335
	0.3920455574	0.405282963	0.4018315496	0.350523573	0.3438324048
	0.3552157799	0.3331988432	0.3530012265	0.3377596139	0.348507293
	0.3603235552	0.3641303554	0.3784893489	0.3623425516	0.3449227714
	0.3484080789	0.3318477053	0.3270988412	0.3125607843	0.2992709793
	0.3137467658	0.2978315842	0.3545515134	0.3529620521	0.3389098921
	0.3221940603	0.303065321	0.315989338	0.2973660809	0.3628242399
	0.3821712983	0.3684731501	0.3588666851	0.356701981	0.3269782401
	0.3544835686	0.3659910893	0.3620804328	0.3342510844	0.3292372583
	0.2929950925	0.3180942032	0.3236729468	0.328924822	0.3458149705
	0.2973891672	0.3157703289	0.3383826276	0.3082688261	0.3294301961
	0.3217512245	0.2915439986	0.2917207371	0.3914280062	0.359930451
	0.3699917315	0.3677913999	0.3744916734	0.3805780808	0.379766906
	0.372779244	0.3830400406	0.379555039	0.3954064111	0.3881171901
	0.3944656824	0.3920859075	0.3172130464	0.3926522355	0.421797042
